conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
1679355029273149441,Thu Jul 13 12:03:14 +0000 2023,0,@IndiHomeCare Ini ada apa ya indihome internet saya dari siang sampai sekarang kecepatan cma di kilobit aja ada yg tau ga posisi daerah karawang timur ‍️,1679461482000678912,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1679461482000678912,1167040884048715776,,Positif,cepat
1665317003182194689,Sun Jun 04 11:18:08 +0000 2023,1,Hai @IndiHome mau pasang nih di kontrakan saya di Karawang bagi no WhatsApp dong,1665317003182194689,,,in,,0,2,0,https://x.com/undefined/status/1665317003182194689,81991617,,Negatif,
1659412535861301248,Fri May 19 04:15:53 +0000 2023,0,kayanya gua gaperlu indihome kalo tinggal di karawang https://t.co/lqCjdm93I7,1659412535861301248,https://pbs.twimg.com/media/Fwdq5y8aIAET7Z1.jpg,,in,,0,0,0,https://x.com/undefined/status/1659412535861301248,1144594222768508928,,Negatif,
1600801779457093632,Thu Dec 08 10:37:40 +0000 2022,0,@IndiHome ini indihome daerah karawang dari semalam nggak ada koneksi sampai sekarang,1600801779457093632,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1600801779457093632,1346494630548832257,,Negatif,
1594877480740847616,Tue Nov 22 02:16:37 +0000 2022,0,@my_supersoccer Assalamualaikum admin izin bertanya apakah indihome menerima kerja sama / sponsorship terhadap event kampus? Kampus kami mengadakan penyuluhan UMKM kabupaten Karawang masyarakat umum dan mahasiswa,1594877480740847616,,my_supersoccer,in,,0,0,0,https://x.com/undefined/status/1594877480740847616,1511874033914380290,,Negatif,
1592325957943431168,Tue Nov 15 01:17:47 +0000 2022,0,#indihomedown kosambi duren klari karawang jawabarat @IndiHome,1592325957943431168,,,in,,0,2,0,https://x.com/undefined/status/1592325957943431168,82365682,,Negatif,down
1585894550819987456,Fri Oct 28 09:01:14 +0000 2022,0,@karawangfess Mending cek dulu operator apa yang tersedia di daerahmu. Soalnya di Karawang pun kebanyakan cakupannya baru indihome doang.,1585919608334479362,,karawangmf,in,,0,0,0,https://x.com/undefined/status/1585919608334479362,1507278651347582977,,Negatif,
1585167733452574723,Wed Oct 26 07:22:37 +0000 2022,0,indihome karawang napa dah https://t.co/WYkwQMLZrZ,1585170017767018496,https://pbs.twimg.com/media/Ff-npQ-VIAAZ-vC.png,HaidarArdell,tl,,0,1,0,https://x.com/undefined/status/1585170017767018496,1350944347,,Negatif,
1585155845029232640,Wed Oct 26 06:26:18 +0000 2022,0,indihome karawang knp dah dari hari senin gini mulu,1585155845029232640,,,in,,0,0,0,https://x.com/undefined/status/1585155845029232640,1350944347,,Negatif,
1578702672102060032,Sat Oct 08 11:03:42 +0000 2022,0,@IndiHomeCare apa area karawang sedang lemot semua min? Indihome dari pagi lemot banget.,1578702672102060032,,IndiHomeCare,in,,0,0,0,https://x.com/undefined/status/1578702672102060032,54848945,,Negatif,lemot
1573570446473105409,Sat Sep 24 07:10:04 +0000 2022,0,tagline @IndiHome @TelkomCare ini sebisa mungkin mempersulit hidup customer yak. weekend putus2 koneksi acak2an. ada saran gak yang di karawang buat ganti kemana? pake telkom dari jaman speedy sampe sekarang mungkin udah 10 tahun lebih cuman pelayanan makin buruk.,1573570446473105409,,,in,,0,2,0,https://x.com/undefined/status/1573570446473105409,152626725,,Negatif,buruk
1572157781184253953,Tue Sep 20 23:19:43 +0000 2022,0,@IndiHomeCare Indihome karawang gangguan dr pagi td jam 3 an..tolong dibantu.. terimakasih,1572364915054383108,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1572364915054383108,1482239159092019206,,Negatif,gangguan
1560399037706440705,Thu Aug 18 22:51:36 +0000 2022,0,Min internet indigene dari semalam Kok muter2 aja alias tidak bisa di karawang @IndiHome @IndiHomeCare . Makasih min.,1560399037706440705,,,in,,0,1,0,https://x.com/undefined/status/1560399037706440705,116959842,,Negatif,
1556513349902290945,Mon Aug 08 09:57:15 +0000 2022,0,@IndiHomeCare JARINGAN DOWN DI WILAYAH KLARI KARAWANG. SUDAH SEHARIAN TIDAK ADA TINDAKAN. LAPORAN DI SEMUA CONTACT CENTER BAHKAN DI MY INDIHOME SUDAH 2 JAM TIDAK ADA TINDAK LANJUT. PARAAAHH..,1556580288825802754,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1556580288825802754,1338473755262156801,,Negatif,down
1555390814943326208,Fri Aug 05 03:10:44 +0000 2022,0,Laporan Indihome nomer 122810205861 atas Nama : Sigit Susila Aji Nik : 3215031201710005 No Telp : 08128151547 Alamat : Perumnas BTJ Ruko I 75 Wadas Telukjambe Timur Karawang. internet tidak dapat digunakan / tidak tersambung. Indikator lampu merah pada modem https://t.co/LFUPDPYaNp,1555390822266605569,https://pbs.twimg.com/media/FZXbtZGaQAAv-m9.jpg,sigitsusilaaji4,in,,0,0,0,https://x.com/undefined/status/1555390822266605569,3192953574,,Negatif,
1549935620512182273,Thu Jul 21 01:53:42 +0000 2022,0,@IndiHomeCare tolong indihome saya dari pagi ngga ada jaringan (area karawang),1549935620512182273,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1549935620512182273,1452300472572854274,,Negatif,
1547087140604874754,Wed Jul 13 05:14:52 +0000 2022,0,Min @IndiHome @IndiHomeCare wifi tidak ada sinyal daerah karawang,1547087140604874754,,,in,,0,1,0,https://x.com/undefined/status/1547087140604874754,885077532546039809,,Negatif,
1543018320408231936,Fri Jul 01 23:46:50 +0000 2022,0,Ini indihome knp lg sih ka. Tanggal 27 juni kmren error dan skr error lg. @IndiHomeCare lokasi saya karawang.,1543018320408231936,,,in,,0,1,0,https://x.com/undefined/status/1543018320408231936,1445596753588219907,,Negatif,error
1534125086877179906,Tue Jun 07 10:48:18 +0000 2022,0,@IndiHome indihome lg gangguan kah? Daerah karawang,1534125086877179906,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1534125086877179906,147128384,,Negatif,gangguan
1532381713338277891,Thu Jun 02 15:20:45 +0000 2022,0,@TelkomCare minta geser tiang telkom/indihome dong min... Sering kesrempet mobil dan susah parkir mobil jl. Amarta pundong rt.01 rw.03 palumbonsari karawang timur @uwie_maulidya https://t.co/ZPLoRgXYBG,1532381713338277891,https://pbs.twimg.com/media/FUQdCz8UYAE7Smv.jpg,Telkom_EYF,in,,0,1,0,https://x.com/undefined/status/1532381713338277891,2942482902,,Negatif,
1518428314926403584,Mon Apr 25 04:37:41 +0000 2022,0,@byBoobiu_ @IndiHome @IndiHomeCare Aku daerah Karawang,1518449140010668033,,byBoobiu_,in,,0,0,0,https://x.com/undefined/status/1518449140010668033,2202531679,,Negatif,
1512184531482456067,Thu Apr 07 22:23:25 +0000 2022,0,@IndiHomeCare Artinya apa kode itu ? Masak anggap saya belum bayar Karawang kemarin hujan deras dan sampai hari ini masih bermasalah jaringan Indihome jelasin dulu lah masalahnya apa,1512194359844044802,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1512194359844044802,1096017399751401472,,Negatif,
1512184531482456067,Thu Apr 07 21:44:21 +0000 2022,0,@IndiHomeCare @IndiHome Hariman kalian di Karawang kenapa ? https://t.co/HtdEAKl0IL,1512184531482456067,https://pbs.twimg.com/media/FPxb0GhaQAAFJAY.jpg,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1512184531482456067,1096017399751401472,,Negatif,
1505165397603254274,Sat Mar 19 12:52:50 +0000 2022,0,@IndiHomeCare kak indihome daerah karawang terganggu udh bbrpa hari. Lampu indikator merah. Makasih,1505165397603254274,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1505165397603254274,1073463118347399169,,Negatif,ganggu
1505155480368615424,Sat Mar 19 12:13:25 +0000 2022,0,@IndiHome kak indihome daerah karawang terganggu udh bbrpa hari. Lampu indikator merah. Makasih,1505155480368615424,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1505155480368615424,1073463118347399169,,Negatif,ganggu
1484867072182321155,Mon Jan 24 15:15:10 +0000 2022,0,@meganirwanaa @bdngfess Google play ada my indihome atau laporan via sosmednya wkwkw cimahi beda area teteh abi di karawang soalna ,1485632272523206656,,meganirwanaa,in,,0,0,0,https://x.com/undefined/status/1485632272523206656,1360203067665174528,,Negatif,
1481875684079595520,Fri Jan 14 06:27:49 +0000 2022,0,@IndiHomeCare siang min mau tanya untuk alamat ini sudah ada jaringan indihome nya? apakah tersedia slot nya? terima kasih. Jl. Proklamasi KM. 3 Jati Ilir 1 RT. 002 RW. 007 Kel. Tunggak Jati Kec. Karawang Barat Kab. Karawang.,1481875684079595520,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1481875684079595520,51673654,,Negatif,
1476809898406989825,Fri Dec 31 06:58:12 +0000 2021,0,@IndiHome Hallo min untuk daerah Karawang ada gangguan kah? ini dari pagi masih gak nyala ,1476809898406989825,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1476809898406989825,712076150,,Negatif,gangguan
1463800768754974721,Thu Nov 25 09:24:34 +0000 2021,0,Selamat Hari Guru Nasional 25-November-2021 Terimakasih atas segala perjuangan tulus bagi para guru seluruh Indonesia yg telahmencerdaskan anak bangsa IndiHome #FlipBuatSemua Vito #airlanggahartarto Bamsoet Karawang MARK LEE #ToiletGratis Pulihkan Pendidikan #HariGuruNasional https://t.co/tF4CptPM64,1463800768754974721,https://pbs.twimg.com/media/FFB2IGjVIAMzh_c.jpg,,in,,0,0,0,https://x.com/undefined/status/1463800768754974721,1414989506063704065,,Promosi,gratis
1463799506877575170,Thu Nov 25 09:19:33 +0000 2021,1,Tetap memberi semangat kepada Bapak @jokowi untuk membangun Negeri ini dengan cara yang lagi tren. Jokowi Bangun Nusantara Formula E IndiHome Karawang https://t.co/hbxINufWEO,1463799506877575170,https://pbs.twimg.com/ext_tw_video_thumb/1463799413290127363/pu/img/uwOTAlt3CAV57xqB.jpg,,in,,0,1,0,https://x.com/undefined/status/1463799506877575170,1093059776102068224,,Negatif,lag
1463799282583040004,Thu Nov 25 09:18:39 +0000 2021,18,Bingung Kamis | Karawang | #JanganTerbuai | IndiHome https://t.co/M1wN7lnuIx,1463799282583040004,https://pbs.twimg.com/media/FFB1QUeaQAQj1PS.jpg,,tl,,0,0,3,https://x.com/undefined/status/1463799282583040004,1274825895904079872,,Negatif,
1463794498480209922,Thu Nov 25 08:59:39 +0000 2021,81,Hallo yang mau joki tugas disini yuk aku bisaa bissmillah konsisten. indihome karawang tokopedia https://t.co/VLk3Y1XxlD,1463794498480209922,https://pbs.twimg.com/media/FFBxSpjVcAI-kWX.jpg,,in,,2,52,6,https://x.com/undefined/status/1463794498480209922,1330715564256292864,,Negatif,
1462848626879725568,Mon Nov 22 18:48:31 +0000 2021,0,@Telkomsel @fatcat0906 jaringan Edge indihome hilang daerah karawang jawabarat,1462855531773583360,,Telkomsel,in,,0,0,0,https://x.com/undefined/status/1462855531773583360,1422175727445708809,,Negatif,
1462837153969278976,Mon Nov 22 17:35:30 +0000 2021,0,Telkomsel sama indihome di karawang lagi down apa gimana sih???,1462837153969278976,,,in,,0,0,2,https://x.com/undefined/status/1462837153969278976,177904322,,Negatif,down
1460925629893804032,Wed Nov 17 10:59:47 +0000 2021,0,Kapal Nelayan Terbakar #Indihome #ribka Lihat video Karawang Bekasi Ekspres! #TikTok https://t.co/T6GA5iBOes,1460925629893804032,,,in,,0,0,0,https://x.com/undefined/status/1460925629893804032,1253721599347326977,,Negatif,
1459407642267324416,Sun Nov 14 02:05:18 +0000 2021,0,@IndiHomeCare Jalan-jalan ke kota Karawang Keliling kota sampai sore Hati jadi tenang Karena ada IndiHome Care #KuisIndiHomeCare,1459703959891820550,,IndiHomeCare,in,,0,0,0,https://x.com/undefined/status/1459703959891820550,1454352347040149508,,Negatif,
1457667187448057858,Mon Nov 08 11:11:54 +0000 2021,0,Ada yg tau provider internet selain indihome di karawang kah?,1457667187448057858,,,in,,0,1,0,https://x.com/undefined/status/1457667187448057858,1617800298,,Negatif,
1454052606049865741,Fri Oct 29 11:48:50 +0000 2021,0,@IndiHome assalamualaikum saya no pelanggan 122813219587 Junaedi Karawang saya paket 305k ketika join..sekarang sdh 3 bulan bayar 350k padahal tidak beli paket lain why??,1454052606049865741,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1454052606049865741,1282603304019623938,,Negatif,
1451140166421127173,Thu Oct 21 10:55:51 +0000 2021,1,@TelkomCare infonya ada tiang fo indihome yg tertabrak truk di karawang jl.raya curug kosambi...mohon info fotonya pak,1451140166421127173,,Telkom_EYF,in,,0,1,0,https://x.com/undefined/status/1451140166421127173,849302004,,Negatif,
1443544193213734915,Thu Sep 30 11:52:10 +0000 2021,0,Sejujurnya kalo ada provider lain bisa masuk mening ganti dah kacau indihome gangguan terus rengasdengklok kab karawang,1443544193213734915,,,in,,0,2,0,https://x.com/undefined/status/1443544193213734915,113957506,,Negatif,gangguan
1441341675318628353,Tue Sep 28 11:45:22 +0000 2021,0,@IndiHomeCare Hari ini udah ditelfon 147 sampe 3 kali buat mastiin ada g petugas yang ke rumah tapi belum ada petugas yang ke rumah juga buat aktivasi internetnya. Sampe dikasih tau nama TLnya wow! Teruntuk Bpk UNTUNG TL Indihome Karawang mohon segera diturunkan ya perintah aktivasinya. Mksh. https://t.co/BhudPU75LN,1442817707666251781,https://pbs.twimg.com/media/FAXrDrOVkAUrXCE.jpg,IndiHomeCare,in,,0,2,0,https://x.com/undefined/status/1442817707666251781,480331578,,Negatif,
1441989295909130243,Mon Sep 27 00:57:47 +0000 2021,0,@IndiHomeCare Bos internet indihome di karawang masih mati yach,1442292348591886339,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1442292348591886339,1392588266856087553,,Negatif,
1441933665500491786,Sun Sep 26 01:12:30 +0000 2021,0,@IndiHome selamat pagi. Saya pelanggan daerah karawang. Sudah 21 jam internet down tidak bisa d akses. Sudah melakukan aduan lewat app dan dm twitter. Tidak d respon sama sekali.,1441933665500491786,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1441933665500491786,1091586252917207040,,Negatif,down
1439581309815300104,Sun Sep 19 13:25:05 +0000 2021,0,@IndiHome min ini IndiHome kenapa yaaa koo lemot banget? Apakah ada masalah di daerah Rengasdengklok karawang Jawa Barat,1439581309815300104,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1439581309815300104,745513331440508929,,Negatif,lemot
1426258390586585090,Fri Aug 13 19:04:33 +0000 2021,0,@IndiHome indihome karawang lagi gangguan ya pnya saya gk conect internet. 122813208676,1426258390586585090,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1426258390586585090,154142134,,Negatif,gangguan
1423176009155637251,Thu Aug 05 06:56:16 +0000 2021,0,Jaringan internet hilang gimana nih Telkomsel Karawang? Lokasi di Lamaran tepat sebelah gudang Bulog Plumbonsari #indihome #telkomsel,1423176009155637251,,,in,,0,1,0,https://x.com/undefined/status/1423176009155637251,143356808,,Negatif,
1419931383057686535,Tue Jul 27 08:03:17 +0000 2021,0,Ieu gangguan ku lila lila teuing sih area kotabaru - karawang nepi ka 2 poe @IndiHome,1419931383057686535,,,in,,0,0,0,https://x.com/undefined/status/1419931383057686535,222327921,,Negatif,gangguan
1403304515634274309,Fri Jun 11 11:03:31 +0000 2021,0,@karawangfess Kantor Indihome Karawang,1403306899064250384,,karawangmf,tl,,0,0,0,https://x.com/undefined/status/1403306899064250384,590665975,,Negatif,
1402951646682882050,Thu Jun 10 11:31:52 +0000 2021,0,@IndiHome lagi problem? Katanya ada kabel putus d area Karawang?,1402951646682882050,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1402951646682882050,636123130,,Negatif,lag
1382255692434657283,Wed Apr 14 08:53:32 +0000 2021,0,Yuk berlangganan indihome untuk info call/wa 085720251750 Khusus wilayah Karwang Purwakarta https://t.co/sdF7z3f2e0 #karawang #purwakarta,1382255692434657283,,,in,,0,0,0,https://x.com/undefined/status/1382255692434657283,876703543855427585,,Negatif,
1377576223816097796,Thu Apr 01 10:59:00 +0000 2021,0,Mimin tlg ini knp tidak ada koneksi ya area Karawang timur @IndiHome,1377576223816097796,,,in,,0,2,0,https://x.com/undefined/status/1377576223816097796,1705806302,,Negatif,
1377284581670363137,Wed Mar 31 15:42:38 +0000 2021,0,@IndiHome Sayang nya di rumah mama saya di karawang belum bisa,1377285215341604864,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1377285215341604864,1359219341535809536,,Negatif,
1372853792710926337,Fri Mar 19 10:13:45 +0000 2021,0,@IndiHome @IndiHomeCare apakah internet di daerah kosambi karawang sedang gangguan? Daritadi jam 12:00 internet lambat sekali sudah bolak-balik reset modem tetap sama saja.,1372853792710926337,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1372853792710926337,315560978,,Negatif,gangguan
1370429935475519488,Fri Mar 12 18:50:42 +0000 2021,0,@Solihin_Fz @IndiHome @IndiHomeCare Iya bang karawang,1370447175126163457,,,in,,0,0,0,https://x.com/undefined/status/1370447175126163457,2337710978,,Negatif,
1364556275887972358,Fri Mar 12 18:07:53 +0000 2021,0,@IndiHome @IndiHomeCare Tolong dong... Cek masa payah bener nih indihome di karawang,1370436397320916996,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1370436397320916996,736500536652877824,,Negatif,
1364556275887972358,Fri Mar 12 18:04:19 +0000 2021,1,@IndiHome @IndiHomeCare Bohong besar nih.. Buktinya dari jam 12 malam ini hingga jam 1.. Jaringan indihome nya rusak untuk daerah Karawang.. Kecewa banget dgn indihome.. Ada apa????,1370435502176755712,,IndiHome,in,,1,1,0,https://x.com/undefined/status/1370435502176755712,736500536652877824,,Negatif,
1357915855133134848,Tue Feb 23 11:54:55 +0000 2021,0,@IndiHome Halo indihome kebetulan rumah saya kebanjira daerah Karawang remote WiFi yg buat tv nya kena air banjir kerendem saya minta solusi nya dari indihome...terima kasih,1364181943521136640,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1364181943521136640,1357939580159234051,,Negatif,
1361208449778941954,Mon Feb 15 06:59:19 +0000 2021,0,Halo @TelkomJabar @IndiHome saya mau memindahkan layanan indihome saya dari kontrakan lama ke kontrakan baru saya sudah coba hubungi CS telkom disini tapi gak ada respon tolong di bantu lokasi Karawang Jawa Barat.,1361208449778941954,,,in,,0,2,0,https://x.com/undefined/status/1361208449778941954,197425925,,Negatif,
1357962693882245126,Sat Feb 06 08:01:50 +0000 2021,0,@IndiHome mati internet di karawang kapan sembuhnya dari jam 12.30 belum waras,1357962693882245126,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1357962693882245126,1354119904887070720,,Negatif,
1357937102231490560,Sat Feb 06 06:20:09 +0000 2021,0,@IndiHome pleasee cek dm saya minta call center yang bisa di hubungi donk area KARAWANG,1357937102231490560,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1357937102231490560,540646004,,Negatif,
1357927137450160129,Sat Feb 06 05:40:33 +0000 2021,0,@IndiHome internet error indihome dan telkomsel hp cikampek karawang,1357927137450160129,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1357927137450160129,1168384775930839041,,Negatif,error
1357927077710680064,Sat Feb 06 05:40:19 +0000 2021,0,@IndiHome min RTO tiba2 daerah karawang,1357927077710680064,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1357927077710680064,1100380256,,Negatif,
1357926377303859203,Sat Feb 06 05:37:32 +0000 2021,2,@Telkomsel di karawang internet hp dan indihome semua down. Ada problem apa ?,1357926377303859203,,Telkomsel,in,,0,5,0,https://x.com/undefined/status/1357926377303859203,485652776,,Negatif,down
1357925174222278657,Sat Feb 06 05:32:45 +0000 2021,1,@IndiHome interet gangguan Karawang,1357925174222278657,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1357925174222278657,2854512870,,Negatif,gangguan
1352203655504490496,Thu Jan 21 10:37:28 +0000 2021,0,ini se karawang yang indihomenya modar gua doang apa ya! halo @IndiHome,1352203655504490496,,,in,,0,1,0,https://x.com/undefined/status/1352203655504490496,1017361574,,Negatif,
1351175540363956237,Mon Jan 18 14:32:07 +0000 2021,0,Hallow @IndiHome wilayah Karawang gangguan nih,1351175540363956237,,,in,,0,1,0,https://x.com/undefined/status/1351175540363956237,69282517,,Negatif,gangguan
1346449222137040896,Tue Jan 05 13:48:04 +0000 2021,0,@haurorra_ Beda emang indihome cabang karawang yu wkek,1346453414708801539,,haurorra_,in,,0,1,0,https://x.com/undefined/status/1346453414708801539,247685531,,Negatif,
1345665962658263041,Sun Jan 03 09:43:22 +0000 2021,0,@vntaetics ya allah fersmedia di karawang lumayan jauh dri rumah q ad yg dkt itu indihome,1345667058458009600,,_Remzztrades__,in,,0,1,0,https://x.com/undefined/status/1345667058458009600,1252197590898110466,,Negatif,
1331049941393764356,Tue Nov 24 01:40:10 +0000 2020,1,@IndiHome min internet saya mengalami gangguan karena lampu indikator merahnya menyala. Boleh minta tolong dicek dan diperbaiki.. saya sudah mengisi form pengaduan semalam saya WA saya DM IG saya telepon pengaduan regional Karawang Gak ada yang ngangkat! Tolong min dibantu,1331049941393764356,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1331049941393764356,79481088,,Negatif,gangguan
1329252292424392708,Thu Nov 19 02:36:57 +0000 2020,0,Indihome karawang kenapa sih elah gangguan mulu,1329252292424392708,,,in,,0,0,0,https://x.com/undefined/status/1329252292424392708,1246829588400844800,,Negatif,gangguan
1324039322396364800,Wed Nov 04 17:22:28 +0000 2020,0,Min @IndiHome ini Kenapa lg jaringan internetnya di daerah saya di perumahan grand permata residen Kosambi Karawang loss udah 4 x dlm sebulan saya lapor terus masa gangguan terus ..,1324039322396364800,,,in,,0,1,0,https://x.com/undefined/status/1324039322396364800,2490178838,,Negatif,gangguan
1323554924647477252,Tue Nov 03 09:17:39 +0000 2020,0,@IndiHome jaringan di karawang lagi down kah??,1323554924647477252,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1323554924647477252,86370429,,Negatif,down
1321366898215317506,Wed Oct 28 08:23:13 +0000 2020,0,@IndiHome kak di daerah karawang juga masih gangguan massal ya jaringan indihome nya?,1321366898215317506,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1321366898215317506,166839618,,Negatif,gangguan
